"bathy" "bathyrms" "slope" "aspect" "longitude" "latitude"
"2523" NA NA NA NA 242.25 37.75
"2524" NA NA NA NA 242 37.75
"2525" NA NA NA NA 241.75 37.75
"2526" NA NA NA NA 241.5 37.75
"2527" NA NA NA NA 241.25 37.75
"2528" NA NA NA NA 241 37.75
"2529" NA NA NA NA 240.75 37.75
"2530" NA NA NA NA 240.5 37.75
"2531" NA NA NA NA 240.25 37.75
"2532" NA NA NA NA 240 37.75
"2533" NA NA NA NA 239.75 37.75
"2534" NA NA NA NA 239.5 37.75
"2535" NA NA NA NA 239.25 37.75
"2536" NA NA NA NA 239 37.75
"2537" NA NA NA NA 238.75 37.75
"2538" NA NA NA NA 238.5 37.75
"2539" NA NA NA NA 238.25 37.75
"2540" NA NA NA NA 238 37.75
"2541" NA NA NA NA 237.75 37.75
"2542" -19.5 10.9405565262 2.40940737724 -1 237.5 37.75
"2543" -49 13.0144414902 2.63706064224 225.926055908 237.25 37.75
"2544" -74 104.805297852 3.97041869164 232.959213257 237 37.75
"2545" -590 674.516052246 66.5748977661 232.264770508 236.75 37.75
"2546" -2356.25 719.077880859 100.554992676 239.273101807 236.5 37.75
"2547" -3336.5 133.225967407 26.0653495789 251.254852295 236.25 37.75
"2548" -3566 83.3033981323 16.9393882751 252.537765503 236 37.75
"2549" -3750.5 125.84728241 11.3173351288 261.123840332 235.75 37.75
"2550" -3915.25 47.1348495483 8.82118320465 251.355056763 235.5 37.75
"2551" -4036 52.1533546448 6.78366851807 227.231201172 235.25 37.75
"2552" -4097.5 33.6059608459 6.85154438019 223.51864624 235 37.75
"2553" -4170 75.5010223389 7.08959197998 218.532775879 234.75 37.75
"2554" -4236.875 29.232049942 6.28542947769 229.057922363 234.5 37.75
"2555" -4288 29.3243865967 7.41937303543 230.264053345 234.25 37.75
"2556" -4353.75 65.5083770752 7.78748607635 240.27192688 234 37.75
"2557" -4404.5 15.4758052826 4.59761476517 237.182998657 233.75 37.75
"2558" -4437.5 24.1539230347 5.2320690155 232.969863892 233.5 37.75
"2559" -4495 131.057800293 5.03313732147 223.855117798 233.25 37.75
"2560" -4516 12.7906961441 4.32532691956 214.743682861 233 37.75
"2561" -4572 52.0433769226 7.98331069946 215.181655884 232.75 37.75
"2562" -4641 25.3222103119 8.00675010681 206.868057251 232.5 37.75
"2563" -4683 20.4578990936 7.15033340454 194.500076294 232.25 37.75
"2564" -4700.25 69.9333953857 11.0186824799 194.916122437 232 37.75
"2565" -4723 131.003234863 16.5080337524 194.014419556 231.75 37.75
"2566" -4728 45.8046913147 11.0118408203 154.36390686 231.5 37.75
"2567" -4732.5 56.549331665 13.125161171 157.534362793 231.25 37.75
"2568" -4759 48.0028839111 10.8636302948 201.418991089 231 37.75
"2569" -4781.5 33.724521637 9.93781852722 207.115707397 230.75 37.75
"2570" -4783 31.7095108032 11.0733308792 162.145690918 230.5 37.75
"2571" -4752 43.9033126831 10.1540193558 165.752487183 230.25 37.75
"2572" -4772.75 71.4443130493 13.5946331024 211.119262695 230 37.75
"2573" -4874.5 82.8739624023 15.247045517 202.807891846 229.75 37.75
"2574" -4947.5 81.6677398682 14.2287273407 189.423690796 229.5 37.75
"2575" -4931 27.3916149139 10.1323451996 172.732910156 229.25 37.75
"2576" -4909.375 108.462348938 8.49617671967 170.577438354 229 37.75
"2577" -4903.5 68.682800293 13.297287941 186.660293579 228.75 37.75
"2578" -4907.5 100.633277893 20.9375247955 184.26121521 228.5 37.75
"2579" -4881.5 55.2289810181 17.444601059 180.370437622 228.25 37.75
"2580" -4914 63.6994361877 17.7181091309 212.48223877 228 37.75
"2581" -4990 64.1927032471 16.5337219238 197.489395142 227.75 37.75
"2582" -5017.625 38.4729690552 13.7829437256 178.30619812 227.5 37.75
"2583" -5029.875 52.0108375549 12.9598226547 198.359283447 227.25 37.75
"2584" -5026 64.3327178955 13.5133743286 168.613632202 227 37.75
"2585" -4973.5 28.4209022522 11.3472232819 132.916809082 226.75 37.75
"2586" -4912 60.969909668 19.1515541077 142.620361328 226.5 37.75
"2587" -4895 51.1730537415 15.9731416702 180 226.25 37.75
"2588" -4886.75 44.0517349243 13.1230869293 166.807525635 226 37.75
"2589" -4874 83.0812988281 14.3856973648 149.056518555 225.75 37.75
"2590" -4872.875 55.4872703552 14.1461830139 184.834381104 225.5 37.75
"2591" -4876.625 71.8306503296 21.9036445618 166.727630615 225.25 37.75
"2592" -4877.75 65.1735610962 38.2025222778 203.398666382 225 37.75
"2593" NA NA NA NA 245 38
"2594" NA NA NA NA 244.75 38
"2595" NA NA NA NA 244.5 38
"2596" NA NA NA NA 244.25 38
"2597" NA NA NA NA 244 38
"2598" NA NA NA NA 243.75 38
"2599" NA NA NA NA 243.5 38
"2600" NA NA NA NA 243.25 38
"2601" NA NA NA NA 243 38
"2602" NA NA NA NA 242.75 38
"2603" NA NA NA NA 242.5 38
"2604" NA NA NA NA 242.25 38
"2605" NA NA NA NA 242 38
"2606" NA NA NA NA 241.75 38
"2607" NA NA NA NA 241.5 38
"2608" NA NA NA NA 241.25 38
"2609" NA NA NA -1 241 38
"2610" NA NA NA NA 240.75 38
"2611" NA NA NA NA 240.5 38
"2612" NA NA NA NA 240.25 38
"2613" NA NA NA NA 240 38
"2614" NA NA NA NA 239.75 38
"2615" NA NA NA NA 239.5 38
"2616" NA NA NA NA 239.25 38
"2617" NA NA NA NA 239 38
"2618" NA NA NA NA 238.75 38
"2619" NA NA NA NA 238.5 38
"2620" NA NA NA NA 238.25 38
"2621" NA NA NA NA 238 38
"2622" NA NA NA NA 237.75 38
"2623" NA NA NA NA 237.5 38
"2624" NA NA NA NA 237.25 38
"2625" NA NA NA NA 237 38
"2626" -103 20.8451957703 4.67312145233 255.258575439 236.75 38
"2627" -804.75 756.319274902 96.6643218994 248.811218262 236.5 38
"2628" -3137 433.876342773 71.3416519165 256.088348389 236.25 38
"2629" -3590.25 77.9971008301 15.0401306152 251.554428101 236 38
"2630" -3752.25 49.3465766907 9.65965747833 248.197875977 235.75 38
"2631" -3891.625 33.7139320374 6.87868499756 245.603271484 235.5 38
"2632" -3957.5 33.5833473206 5.46690607071 214.284484863 235.25 38
"2633" -4013 47.8468780518 7.23394775391 193.976135254 235 38
"2634" -4050.5 62.9154968262 12.6633834839 196.706939697 234.75 38
"2635" -4138 80.1057357788 12.0050287247 217.749023438 234.5 38
"2636" -4201.5 52.3511009216 11.8516263962 227.807739258 234.25 38
"2637" -4313.625 84.0407485962 12.2035665512 230.088119507 234 38
"2638" -4398 27.3295574188 5.83260726929 230.059906006 233.75 38
"2639" -4437.5 20.1541900635 4.71889305115 237.304367065 233.5 38
"2640" -4474 20.7593688965 4.18106126785 232.91368103 233.25 38
"2641" -4503 18.2263641357 3.90566730499 233.679870605 233 38
"2642" -4536.125 30.4080867767 6.60187721252 244.839813232 232.75 38
"2643" -4634 30.5369873047 7.20094108582 206.914520264 232.5 38
"2644" -4647.5 21.5619297028 6.90336418152 171.976104736 232.25 38
"2645" -4626.5 56.8163604736 10.2712917328 146.789031982 232 38
"2646" -4660 308.904724121 12.6606912613 192.403366089 231.75 38
"2647" -4717.5 25.8937721252 10.7561216354 177.817596436 231.5 38
"2648" -4705 95.6264877319 15.1069927216 156.220474243 231.25 38
"2649" -4750 64.109703064 11.7078056335 206.473678589 231 38
"2650" -4785 36.2183418274 9.46032810211 187.690750122 230.75 38
"2651" -4755.25 72.2819824219 12.9957342148 145.952224731 230.5 38
"2652" -4667 48.245803833 8.25344848633 160.591384888 230.25 38
"2653" -4663.125 19.7599887848 6.97449207306 228.630813599 230 38
"2654" -4732.5 44.2702560425 9.37458324432 242.600906372 229.75 38
"2655" -4815 39.5163459778 10.0960063934 233.836975098 229.5 38
"2656" -4875.75 49.9404029846 9.12294483185 212.125244141 229.25 38
"2657" -4893 50.2720375061 9.12567329407 190.299743652 229 38
"2658" -4898 17.7683353424 7.23817825317 182.483474731 228.75 38
"2659" -4882.625 30.8026218414 10.3336734772 141.591491699 228.5 38
"2660" -4834.125 45.7557220459 12.5396156311 185.401428223 228.25 38
"2661" -4877 83.7752990723 12.6180286407 226.166229248 228 38
"2662" -4922.5 50.2750396729 11.4022922516 191.592712402 227.75 38
"2663" -4952 45.184173584 10.4207553864 213.402496338 227.5 38
"2664" -4989.75 27.2382888794 10.5304098129 218.888656616 227.25 38
"2665" -5003.5 35.4071273804 12.695602417 205.01423645 227 38
"2666" -4967.5 58.0995445251 13.4586219788 137.674194336 226.75 38
"2667" -4901.5 84.1110076904 11.8820152283 140.046096802 226.5 38
"2668" -4886.25 51.2414321899 10.2952203751 184.83454895 226.25 38
"2669" -4868 50.6654319763 10.7077741623 151.570220947 226 38
"2670" -4849.5 59.1857147217 11.8538894653 185.567886353 225.75 38
"2671" -4891.75 74.6116409302 13.5530338287 181.998916626 225.5 38
"2672" -4867.625 139.174987793 36.3974914551 185.741699219 225.25 38
"2673" -4872.875 211.48890686 48.0104598999 233.087280273 225 38
"2674" NA NA NA NA 245 38.25
"2675" NA NA NA NA 244.75 38.25
"2676" NA NA NA NA 244.5 38.25
"2677" NA NA NA NA 244.25 38.25
"2678" NA NA NA NA 244 38.25
"2679" NA NA NA NA 243.75 38.25
"2680" NA NA NA NA 243.5 38.25
"2681" NA NA NA NA 243.25 38.25
"2682" NA NA NA NA 243 38.25
"2683" NA NA NA NA 242.75 38.25
"2684" NA NA NA NA 242.5 38.25
"2685" NA NA NA NA 242.25 38.25
"2686" NA NA NA NA 242 38.25
"2687" NA NA NA NA 241.75 38.25
"2688" NA NA NA NA 241.5 38.25
"2689" NA NA NA NA 241.25 38.25
"2690" NA NA NA NA 241 38.25
"2691" NA NA NA NA 240.75 38.25
"2692" NA NA NA NA 240.5 38.25
"2693" NA NA NA NA 240.25 38.25
"2694" NA NA NA NA 240 38.25
"2695" NA NA NA NA 239.75 38.25
"2696" NA NA NA NA 239.5 38.25
"2697" NA NA NA NA 239.25 38.25
"2698" NA NA NA NA 239 38.25
"2699" NA NA NA NA 238.75 38.25
"2700" NA NA NA NA 238.5 38.25
"2701" NA NA NA NA 238.25 38.25
"2702" NA NA NA NA 238 38.25
"2703" NA NA NA NA 237.75 38.25
"2704" NA NA NA NA 237.5 38.25
"2705" NA NA NA NA 237.25 38.25
"2706" -72.75 25.6949710846 3.2746822834 -1 237 38.25
"2707" -105.75 23.4621543884 4.40948963165 249.684310913 236.75 38.25
"2708" -253 286.614257812 27.7843379974 248.811218262 236.5 38.25
"2709" -1958 690.244873047 88.4786224365 249.408721924 236.25 38.25
"2710" -3501 302.27633667 22.9126682281 248.096374512 236 38.25
"2711" -3690.125 44.6301651001 10.9181423187 242.686660767 235.75 38.25
"2712" -3788.5 101.778137207 8.68838214874 222.077011108 235.5 38.25
"2713" -3870 20.0486888885 4.81076335907 203.69052124 235.25 38.25
"2714" -3876 23.551902771 6.64395952225 177.837615967 235 38.25
"2715" -3857.375 65.7040328979 13.942574501 176.365753174 234.75 38.25
"2716" -3946.125 89.4427185059 13.9182682037 232.771011353 234.5 38.25
"2717" -4100.25 54.9544334412 12.9131393433 241.108551025 234.25 38.25
"2718" -4238 58.8638038635 13.6754560471 234.511535645 234 38.25
"2719" -4385.75 46.2502822876 7.34024763107 239.295669556 233.75 38.25
"2720" -4444 20.8585929871 4.55960130692 237.765716553 233.5 38.25
"2721" -4475.5 14.4758090973 3.31908535957 208.842254639 233.25 38.25
"2722" -4494 25.3951625824 4.10888051987 206.528289795 233 38.25
"2723" -4530 17.2792949677 6.79951620102 212.164627075 232.75 38.25
"2724" -4595.5 37.7835617065 6.428191185 216.029220581 232.5 38.25
"2725" -4628.5 21.4738521576 5.87263917923 185.381072998 232.25 38.25
"2726" -4624.625 25.0112380981 6.67756986618 117.502349854 232 38.25
"2727" -4610.5 49.1347427368 10.4815607071 188.34727478 231.75 38.25
"2728" -4696 52.6253662109 12.4156541824 195.444961548 231.5 38.25
"2729" -4698 100.322784424 14.2730236053 172.903259277 231.25 38.25
"2730" -4751.25 62.2910041809 10.0528755188 225.247558594 231 38.25
"2731" -4786 19.4252662659 7.5213060379 184.167648315 230.75 38.25
"2732" -4768.25 73.9795684814 10.0389461517 120.270240784 230.5 38.25
"2733" -4691.125 85.8416061401 9.83399677277 186.036605835 230.25 38.25
"2734" -4741.5 80.2836456299 7.72314357758 265.870269775 230 38.25
"2735" -4821 54.5989875793 7.4923377037 264.361175537 229.75 38.25
"2736" -4856.375 35.5016517639 6.87445831299 263.485626221 229.5 38.25
"2737" -4880 30.8151435852 10.3606557846 212.938522339 229.25 38.25
"2738" -4897.5 45.8613586426 8.28748512268 185.779251099 229 38.25
"2739" -4908.5 19.2270832062 7.56158065796 166.324539185 228.75 38.25
"2740" -4909.5 52.0167198181 9.89668464661 168.746322632 228.5 38.25
"2741" -4911.5 57.8463478088 8.82494258881 192.769042969 228.25 38.25
"2742" -4914 42.8171691895 8.82494258881 241.518341064 228 38.25
"2743" -4931 29.7615299225 9.07579421997 214.883377075 227.75 38.25
"2744" -4946 31.9886703491 10.1599559784 196.761322021 227.5 38.25
"2745" -4983 70.4292449951 10.5600967407 222.076660156 227.25 38.25
"2746" -5038 58.1400222778 12.9131746292 221.255859375 227 38.25
"2747" -5043.5 55.9927711487 11.3775577545 172.47076416 226.75 38.25
"2748" -5005.5 48.4546203613 10.0112981796 151.494049072 226.5 38.25
"2749" -4987.25 45.9436187744 10.9972763062 144.296203613 226.25 38.25
"2750" -4966 74.1488494873 14.5169792175 182.156387329 226 38.25
"2751" -4989 107.940940857 15.2787885666 205.710205078 225.75 38.25
"2752" -5005.5 86.9324493408 19.7652778625 161.421386719 225.5 38.25
"2753" -4953.625 102.283180237 38.1662902832 177.340744019 225.25 38.25
"2754" -4870.875 194.832901001 38.7538795471 141.914276123 225 38.25
"2755" NA NA NA NA 245 38.5
"2756" NA NA NA NA 244.75 38.5
"2757" NA NA NA NA 244.5 38.5
"2758" NA NA NA NA 244.25 38.5
"2759" NA NA NA NA 244 38.5
"2760" NA NA NA NA 243.75 38.5
"2761" NA NA NA NA 243.5 38.5
"2762" NA NA NA NA 243.25 38.5
"2763" NA NA NA NA 243 38.5
"2764" NA NA NA NA 242.75 38.5
"2765" NA NA NA NA 242.5 38.5
"2766" NA NA NA NA 242.25 38.5
"2767" NA NA NA NA 242 38.5
"2768" NA NA NA NA 241.75 38.5
"2769" NA NA NA NA 241.5 38.5
"2770" NA NA NA NA 241.25 38.5
"2771" NA NA NA NA 241 38.5
"2772" NA NA NA NA 240.75 38.5
"2773" NA NA NA NA 240.5 38.5
"2774" NA NA NA NA 240.25 38.5
"2775" NA NA NA NA 240 38.5
"2776" NA NA NA NA 239.75 38.5
"2777" NA NA NA NA 239.5 38.5
"2778" NA NA NA NA 239.25 38.5
"2779" NA NA NA NA 239 38.5
"2780" NA NA NA NA 238.75 38.5
"2781" NA NA NA NA 238.5 38.5
"2782" NA NA NA NA 238.25 38.5
"2783" NA NA NA NA 238 38.5
"2784" NA NA NA NA 237.75 38.5
"2785" NA NA NA NA 237.5 38.5
"2786" NA NA NA NA 237.25 38.5
"2787" NA NA NA NA 237 38.5
"2788" -97.75 27.8563632965 4.45666885376 -1 236.75 38.5
"2789" -148 67.5001754761 7.99545097351 235.314453125 236.5 38.5
"2790" -1056.75 572.777832031 77.8806152344 242.25038147 236.25 38.5
"2791" -2619.5 453.604400635 78.7917404175 243.696105957 236 38.5
"2792" -3510.875 258.19519043 17.8290119171 239.780578613 235.75 38.5
"2793" -3659 64.3491897583 11.9496040344 233.355117798 235.5 38.5
"2794" -3778 34.6052856445 7.44270515442 203.614135742 235.25 38.5
"2795" -3780.375 65.3698120117 10.0656003952 155.900283813 235 38.5
"2796" -3716.25 72.9652252197 16.2940444946 187.569000244 234.75 38.5
"2797" -3864.5 98.0030593872 15.1618289948 260.544189453 234.5 38.5
"2798" -4055.5 60.1669273376 13.6994962692 253.349365234 234.25 38.5
"2799" -4192.5 52.1524772644 11.2246379852 231.016052246 234 38.5
"2800" -4280.125 51.9557876587 10.4229545593 225.492721558 233.75 38.5
"2801" -4395.5 60.4182739258 7.42997360229 224.903747559 233.5 38.5
"2802" -4458 20.1516399384 4.82254171371 210.431716919 233.25 38.5
"2803" -4486 61.1170921326 7.83478879929 206.176681519 233 38.5
"2804" -4543.75 40.8315315247 11.1139831543 199.318969727 232.75 38.5
"2805" -4588 101.545768738 11.1382493973 203.591934204 232.5 38.5
"2806" -4625.5 23.7230262756 10.0995597839 194.462539673 232.25 38.5
"2807" -4644.25 32.7734832764 9.37158107758 177.21333313 232 38.5
"2808" -4650.5 69.1044387817 12.0376625061 186.127304077 231.75 38.5
"2809" -4684 46.3950881958 11.8862028122 189.346542358 231.5 38.5
"2810" -4709 100.530921936 12.023525238 177.072402954 231.25 38.5
"2811" -4741 53.640411377 8.59023571014 201.728973389 231 38.5
"2812" -4784.5 70.8525085449 6.02585887909 198.150588989 230.75 38.5
"2813" -4790.5 82.0532836914 11.3863048553 170.517807007 230.5 38.5
"2814" -4775 150.544036865 14.6635608673 181.690795898 230.25 38.5
"2815" -4774.5 182.112991333 15.1029567719 182.42578125 230 38.5
"2816" -4788 199.084289551 15.7605829239 192.364059448 229.75 38.5
"2817" -4821.5 170.106246948 16.6145973206 197.015304565 229.5 38.5
"2818" -4827 199.997146606 19.3805236816 187.201599121 229.25 38.5
"2819" -4791 155.611831665 16.5145549774 181.698043823 229 38.5
"2820" -4771 229.136169434 18.1917190552 176.56111145 228.75 38.5
"2821" -4803 209.579025269 20.7524662018 186.409805298 228.5 38.5
"2822" -4922 254.270294189 12.2712726593 175.675521851 228.25 38.5
"2823" -4923 391.702331543 14.4563140869 181.819213867 228 38.5
"2824" -4863 225.418914795 19.6832828522 177.389144897 227.75 38.5
"2825" -4718.5 202.662750244 24.1287193298 175.032730103 227.5 38.5
"2826" -4706.75 135.018692017 24.459444046 184.318664551 227.25 38.5
"2827" -4730.25 216.65838623 19.4525165558 205.194396973 227 38.5
"2828" -4820 199.920318604 14.0482826233 178.217285156 226.75 38.5
"2829" -4751.5 225.797363281 14.6765213013 168.246429443 226.5 38.5
"2830" -4754.25 188.624404907 18.9144668579 170.114105225 226.25 38.5
"2831" -4747 200.631057739 22.7368392944 177.564987183 226 38.5
"2832" -4683 266.648498535 26.6878814697 181.819381714 225.75 38.5
"2833" -4706.5 222.6612854 26.6504821777 189.95930481 225.5 38.5
"2834" -4726.25 223.98789978 27.9737911224 172.229354858 225.25 38.5
"2835" -4749.875 144.936798096 30.0836486816 145.504119873 225 38.5
"2836" NA NA NA NA 245 38.75
"2837" NA NA NA NA 244.75 38.75
"2838" NA NA NA NA 244.5 38.75
"2839" NA NA NA NA 244.25 38.75
"2840" NA NA NA NA 244 38.75
"2841" NA NA NA NA 243.75 38.75
"2842" NA NA NA NA 243.5 38.75
"2843" NA NA NA NA 243.25 38.75
"2844" NA NA NA NA 243 38.75
"2845" NA NA NA NA 242.75 38.75
"2846" NA NA NA NA 242.5 38.75
"2847" NA NA NA NA 242.25 38.75
"2848" NA NA NA NA 242 38.75
"2849" NA NA NA NA 241.75 38.75
"2850" NA NA NA NA 241.5 38.75
"2851" NA NA NA NA 241.25 38.75
"2852" NA NA NA NA 241 38.75
"2853" NA NA NA NA 240.75 38.75
"2854" NA NA NA NA 240.5 38.75
"2855" NA NA NA NA 240.25 38.75
"2856" NA NA NA NA 240 38.75
"2857" NA NA NA NA 239.75 38.75
"2858" NA NA NA NA 239.5 38.75
"2859" NA NA NA NA 239.25 38.75
"2860" NA NA NA NA 239 38.75
"2861" NA NA NA NA 238.75 38.75
"2862" NA NA NA NA 238.5 38.75
"2863" NA NA NA NA 238.25 38.75
"2864" NA NA NA NA 238 38.75
"2865" NA NA NA NA 237.75 38.75
"2866" NA NA NA NA 237.5 38.75
"2867" NA NA NA NA 237.25 38.75
"2868" NA NA NA NA 237 38.75
"2869" NA NA NA NA 236.75 38.75
"2870" NA NA NA NA 236.5 38.75
"2871" -163 276.44909668 22.1244983673 232.61605835 236.25 38.75
"2872" -1760.25 644.442077637 86.7206344604 240.743621826 236 38.75
"2873" -3127 297.416595459 53.1258087158 245.068649292 235.75 38.75
"2874" -3525 73.9931259155 12.0281162262 238.965209961 235.5 38.75
"2875" -3629.125 58.239692688 9.72109794617 198.691375732 235.25 38.75
"2876" -3559.5 96.2450561523 13.3426685333 167.034469604 235 38.75
"2877" -3569.5 91.944442749 19.5242652893 243.141098022 234.75 38.75
"2878" -3808.5 83.919303894 16.2659683228 258.616668701 234.5 38.75
"2879" -4003.5 68.975982666 13.5993852615 237.685470581 234.25 38.75
"2880" -4126 53.6666679382 13.6324453354 215.205917358 234 38.75
"2881" -4183 75.0609207153 14.3872528076 209.157730103 233.75 38.75
"2882" -4261 54.9205055237 11.9125833511 232.61958313 233.5 38.75
"2883" -4377.5 61.2253952026 9.36276626587 225.795059204 233.25 38.75
"2884" -4442 76.746711731 10.9921207428 199.133514404 233 38.75
"2885" -4440 129.59866333 14.1937513351 180.439193726 232.75 38.75
"2886" -4365 137.377365112 19.1853981018 174.715194702 232.5 38.75
"2887" -4361 163.465942383 20.14752388 181.203063965 232.25 38.75
"2888" -4351.25 125.015159607 18.6979084015 193.411315918 232 38.75
"2889" -4395 138.638275146 12.5443210602 184.967346191 231.75 38.75
"2890" -4418.875 112.250358582 12.273563385 180 231.5 38.75
"2891" -4433 59.4560241699 19.5166435242 191.60786438 231.25 38.75
"2892" -4478 91.3359603882 16.4176979065 193.52897644 231 38.75
"2893" -4504 71.2698822021 12.3952350616 182.371185303 230.75 38.75
"2894" -4513.25 64.0493164062 12.2039070129 174.908126831 230.5 38.75
"2895" -4483.5 73.1131896973 11.5436220169 165.301040649 230.25 38.75
"2896" -4481 65.3982086182 12.9934158325 182.925048828 230 38.75
"2897" -4512.5 95.3503723145 18.4575958252 197.827865601 229.75 38.75
"2898" -4508.5 105.149047852 21.8602676392 166.564849854 229.5 38.75
"2899" -4416.375 100.520195007 26.3991699219 154.95980835 229.25 38.75
"2900" -4432 157.465545654 26.3693733215 176.638946533 229 38.75
"2901" -4473.5 77.5396728516 18.9117088318 175.938827515 228.75 38.75
"2902" -4497 125.051452637 24.9385414124 194.073455811 228.5 38.75
"2903" -4565.25 154.638427734 29.5137519836 175.233810425 228.25 38.75
"2904" -4566 196.513580322 30.2827262878 186.300765991 228 38.75
"2905" -4642.875 86.4164657593 28.0668087006 207.410812378 227.75 38.75
"2906" -4690 60.4695243835 15.4426584244 195.262786865 227.5 38.75
"2907" -4665 57.5176086426 13.0123262405 161.609390259 227.25 38.75
"2908" -4619 43.3882675171 10.5302095413 181.02923584 227 38.75
"2909" -4637.5 33.2360076904 8.63004493713 229.955703735 226.75 38.75
"2910" -4705 27.3454532623 10.2911167145 195.645141602 226.5 38.75
"2911" -4735 34.6288299561 9.74561500549 206.406387329 226.25 38.75
"2912" -4720.375 62.5127029419 13.3895130157 124.565940857 226 38.75
"2913" -4642.25 96.9028091431 24.6891918182 187.342193604 225.75 38.75
"2914" -4706.25 67.4666061401 18.3224201202 243.19203186 225.5 38.75
"2915" -4746.125 46.1372489929 16.4441490173 256.773803711 225.25 38.75
"2916" -4786.5 68.143409729 20.2528572083 257.252838135 225 38.75
"2917" NA NA NA NA 245 39
"2918" NA NA NA NA 244.75 39
"2919" NA NA NA NA 244.5 39
"2920" NA NA NA NA 244.25 39
"2921" NA NA NA NA 244 39
"2922" NA NA NA NA 243.75 39
"2923" NA NA NA NA 243.5 39
"2924" NA NA NA NA 243.25 39
"2925" NA NA NA NA 243 39
"2926" NA NA NA NA 242.75 39
"2927" NA NA NA NA 242.5 39
"2928" NA NA NA NA 242.25 39
"2929" NA NA NA NA 242 39
"2930" NA NA NA NA 241.75 39
"2931" NA NA NA NA 241.5 39
"2932" NA NA NA NA 241.25 39
"2933" NA NA NA NA 241 39
"2934" NA NA NA NA 240.75 39
"2935" NA NA NA NA 240.5 39
"2936" NA NA NA NA 240.25 39
"2937" NA NA NA -1 240 39
"2938" NA NA NA NA 239.75 39
"2939" NA NA NA NA 239.5 39
"2940" NA NA NA NA 239.25 39
"2941" NA NA NA NA 239 39
"2942" NA NA NA NA 238.75 39
"2943" NA NA NA NA 238.5 39
"2944" NA NA NA NA 238.25 39
"2945" NA NA NA NA 238 39
"2946" NA NA NA NA 237.75 39
"2947" NA NA NA NA 237.5 39
"2948" NA NA NA -1 237.25 39
"2949" NA NA NA NA 237 39
"2950" NA NA NA NA 236.75 39
"2951" NA NA NA NA 236.5 39
"2952" -114.5 32.8717651367 8.17018795013 228.404907227 236.25 39
"2953" -572 406.469238281 56.8243370056 258.462097168 236 39
"2954" -2313 667.768920898 79.6854629517 250.009292603 235.75 39
"2955" -3356.75 97.0992126465 17.4911956787 226.048187256 235.5 39
"2956" -3422.375 100.231948853 12.9673490524 185.181976318 235.25 39
"2957" -3364 70.0804519653 17.4149169922 177.259796143 235 39
"2958" -3396.25 105.440284729 21.0828704834 225.472091675 234.75 39
"2959" -3637 116.39957428 20.4176673889 238.432937622 234.5 39
"2960" -3829.625 111.629806519 17.8468589783 231.316329956 234.25 39
"2961" -4016.5 70.3285217285 12.4601078033 234.444717407 234 39
"2962" -4132 42.7758216858 12.387468338 224.454620361 233.75 39
"2963" -4213 35.6127243042 9.66849517822 216.880004883 233.5 39
"2964" -4272.25 45.0723953247 8.77845954895 220.884353638 233.25 39
"2965" -4353.75 14.5148582458 6.4408326149 199.564331055 233 39
"2966" -4347.5 30.4314918518 9.88510894775 167.054260254 232.75 39
"2967" -4299 48.789390564 14.6685991287 155.341751099 232.5 39
"2968" -4277.25 41.7208824158 11.9350347519 198.355682373 232.25 39
"2969" -4322 20.0520210266 8.55766010284 197.033966064 232 39
"2970" -4335 36.0911254883 6.72383832932 180 231.75 39
"2971" -4377 43.0173225403 8.73789596558 194.559448242 231.5 39
"2972" -4403 58.0141105652 11.9101190567 195.982559204 231.25 39
"2973" -4460 45.0684165955 12.2332086563 214.510437012 231 39
"2974" -4493.5 30.5755634308 9.13943958282 193.453475952 230.75 39
"2975" -4529.5 181.45022583 9.32389831543 150.901748657 230.5 39
"2976" -4510.5 32.0727081299 8.38254356384 162.816665649 230.25 39
"2977" -4502.25 28.4947509766 8.75985336304 162.325790405 230 39
"2978" -4497.5 139.172973633 15.7993402481 176.248260498 229.75 39
"2979" -4470.25 54.2108268738 14.8711471558 158.388885498 229.5 39
"2980" -4429 102.999099731 17.3450660706 119.484588623 229.25 39
"2981" -4317 601.04486084 41.8252334595 183.951477051 229 39
"2982" -4504.5 164.400665283 21.48412323 223.898605347 228.75 39
"2983" -4532 69.6077957153 17.7986450195 195.918304443 228.5 39
"2984" -4560 53.0124778748 15.3081531525 189.131225586 228.25 39
"2985" -4597.75 58.3103904724 15.479429245 199.990997314 228 39
"2986" -4635.5 228.440658569 23.794834137 217.652664185 227.75 39
"2987" -4693 76.4767150879 18.2050437927 226.386001587 227.5 39
"2988" -4677 47.1931037903 12.9888572693 106.560348511 227.25 39
"2989" -4642 42.5529060364 9.6890411377 144.057891846 227 39
"2990" -4683 46.2016105652 8.61818981171 242.643814087 226.75 39
"2991" -4729 45.0845184326 12.3406305313 203.411773682 226.5 39
"2992" -4762.5 60.8261756897 10.650510788 191.933547974 226.25 39
"2993" -4740.5 75.6505432129 12.5649957657 112.18069458 226 39
"2994" -4657 109.200157166 28.9157619476 199.743545532 225.75 39
"2995" -4760 182.267410278 19.9733924866 244.470169067 225.5 39
"2996" -4790.5 57.7090339661 16.2528953552 187.867645264 225.25 39
"2997" -4809.625 44.166217804 23.1790275574 239.964004517 225 39
"2998" NA NA NA NA 245 39.25
"2999" NA NA NA NA 244.75 39.25
"3000" NA NA NA NA 244.5 39.25
