"bathy" "longitude" "latitude"
"3497" -4911.5 228.25 38.25
"3498" -4909.5 228.5 38.25
"3499" -4908.5 228.75 38.25
"3500" -4897.5 229 38.25
"3501" -4880 229.25 38.25
"3502" -4856.375 229.5 38.25
"3503" -4821 229.75 38.25
"3504" -4741.5 230 38.25
"3505" -4691.125 230.25 38.25
"3506" -4768.25 230.5 38.25
"3507" -4786 230.75 38.25
"3508" -4751.25 231 38.25
"3509" -4698 231.25 38.25
"3510" -4696 231.5 38.25
"3511" -4610.5 231.75 38.25
"3512" -4624.625 232 38.25
"3513" -4628.5 232.25 38.25
"3514" -4595.5 232.5 38.25
"3515" -4530 232.75 38.25
"3516" -4494 233 38.25
"3517" -4475.5 233.25 38.25
"3518" -4444 233.5 38.25
"3519" -4385.75 233.75 38.25
"3520" -4238 234 38.25
"3521" -4100.25 234.25 38.25
"3522" -3946.125 234.5 38.25
"3523" -3857.375 234.75 38.25
"3524" -3876 235 38.25
"3525" -3870 235.25 38.25
"3526" -3788.5 235.5 38.25
"3527" -3690.125 235.75 38.25
"3528" -3501 236 38.25
"3529" -1958 236.25 38.25
"3530" -253 236.5 38.25
"3531" -105.75 236.75 38.25
"3532" -72.75 237 38.25
"3533" NA 237.25 38.25
"3534" NA 237.5 38.25
"3535" NA 237.75 38.25
"3536" NA 238 38.25
"3537" NA 238.25 38.25
"3538" NA 238.5 38.25
"3539" NA 238.75 38.25
"3540" NA 239 38.25
"3541" NA 239.25 38.25
"3542" NA 239.5 38.25
"3543" NA 239.75 38.25
"3544" NA 240 38.25
"3545" NA 240.25 38.25
"3546" NA 240.5 38.25
"3547" NA 240.75 38.25
"3548" NA 241 38.25
"3549" NA 241.25 38.25
"3550" NA 241.5 38.25
"3551" NA 241.75 38.25
"3552" NA 242 38.25
"3553" NA 242.25 38.25
"3554" NA 242.5 38.25
"3555" NA 242.75 38.25
"3556" NA 243 38.25
"3557" NA 243.25 38.25
"3558" NA 243.5 38.25
"3559" NA 243.75 38.25
"3560" NA 244 38.25
"3561" NA 244.25 38.25
"3562" NA 244.5 38.25
"3563" NA 244.75 38.25
"3564" NA 245 38.25
"3403" -4749.875 225 38.5
"3404" -4726.25 225.25 38.5
"3405" -4706.5 225.5 38.5
"3406" -4683 225.75 38.5
"3407" -4747 226 38.5
"3408" -4754.25 226.25 38.5
"3409" -4751.5 226.5 38.5
"3410" -4820 226.75 38.5
"3411" -4730.25 227 38.5
"3412" -4706.75 227.25 38.5
"3413" -4718.5 227.5 38.5
"3414" -4863 227.75 38.5
"3415" -4923 228 38.5
"3416" -4922 228.25 38.5
"3417" -4803 228.5 38.5
"3418" -4771 228.75 38.5
"3419" -4791 229 38.5
"3420" -4827 229.25 38.5
"3421" -4821.5 229.5 38.5
"3422" -4788 229.75 38.5
"3423" -4774.5 230 38.5
"3424" -4775 230.25 38.5
"3425" -4790.5 230.5 38.5
"3426" -4784.5 230.75 38.5
"3427" -4741 231 38.5
"3428" -4709 231.25 38.5
"3429" -4684 231.5 38.5
"3430" -4650.5 231.75 38.5
"3431" -4644.25 232 38.5
"3432" -4625.5 232.25 38.5
"3433" -4588 232.5 38.5
"3434" -4543.75 232.75 38.5
"3435" -4486 233 38.5
"3436" -4458 233.25 38.5
"3437" -4395.5 233.5 38.5
"3438" -4280.125 233.75 38.5
"3439" -4192.5 234 38.5
"3440" -4055.5 234.25 38.5
"3441" -3864.5 234.5 38.5
"3442" -3716.25 234.75 38.5
"3443" -3780.375 235 38.5
"3444" -3778 235.25 38.5
"3445" -3659 235.5 38.5
"3446" -3510.875 235.75 38.5
"3447" -2619.5 236 38.5
"3448" -1056.75 236.25 38.5
"3449" -148 236.5 38.5
"3450" -97.75 236.75 38.5
"3451" NA 237 38.5
"3452" NA 237.25 38.5
"3453" NA 237.5 38.5
"3454" NA 237.75 38.5
"3455" NA 238 38.5
"3456" NA 238.25 38.5
"3457" NA 238.5 38.5
"3458" NA 238.75 38.5
"3459" NA 239 38.5
"3460" NA 239.25 38.5
"3461" NA 239.5 38.5
"3462" NA 239.75 38.5
"3463" NA 240 38.5
"3464" NA 240.25 38.5
"3465" NA 240.5 38.5
"3466" NA 240.75 38.5
"3467" NA 241 38.5
"3468" NA 241.25 38.5
"3469" NA 241.5 38.5
"3470" NA 241.75 38.5
"3471" NA 242 38.5
"3472" NA 242.25 38.5
"3473" NA 242.5 38.5
"3474" NA 242.75 38.5
"3475" NA 243 38.5
"3476" NA 243.25 38.5
"3477" NA 243.5 38.5
"3478" NA 243.75 38.5
"3479" NA 244 38.5
"3480" NA 244.25 38.5
"3481" NA 244.5 38.5
"3482" NA 244.75 38.5
"3483" NA 245 38.5
"3322" -4786.5 225 38.75
"3323" -4746.125 225.25 38.75
"3324" -4706.25 225.5 38.75
"3325" -4642.25 225.75 38.75
"3326" -4720.375 226 38.75
"3327" -4735 226.25 38.75
"3328" -4705 226.5 38.75
"3329" -4637.5 226.75 38.75
"3330" -4619 227 38.75
"3331" -4665 227.25 38.75
"3332" -4690 227.5 38.75
"3333" -4642.875 227.75 38.75
"3334" -4566 228 38.75
"3335" -4565.25 228.25 38.75
"3336" -4497 228.5 38.75
"3337" -4473.5 228.75 38.75
"3338" -4432 229 38.75
"3339" -4416.375 229.25 38.75
"3340" -4508.5 229.5 38.75
"3341" -4512.5 229.75 38.75
"3342" -4481 230 38.75
"3343" -4483.5 230.25 38.75
"3344" -4513.25 230.5 38.75
"3345" -4504 230.75 38.75
"3346" -4478 231 38.75
"3347" -4433 231.25 38.75
"3348" -4418.875 231.5 38.75
"3349" -4395 231.75 38.75
"3350" -4351.25 232 38.75
"3351" -4361 232.25 38.75
"3352" -4365 232.5 38.75
"3353" -4440 232.75 38.75
"3354" -4442 233 38.75
"3355" -4377.5 233.25 38.75
"3356" -4261 233.5 38.75
"3357" -4183 233.75 38.75
"3358" -4126 234 38.75
"3359" -4003.5 234.25 38.75
"3360" -3808.5 234.5 38.75
"3361" -3569.5 234.75 38.75
"3362" -3559.5 235 38.75
"3363" -3629.125 235.25 38.75
"3364" -3525 235.5 38.75
"3365" -3127 235.75 38.75
"3366" -1760.25 236 38.75
"3367" -163 236.25 38.75
"3368" NA 236.5 38.75
"3369" NA 236.75 38.75
"3370" NA 237 38.75
"3371" NA 237.25 38.75
"3372" NA 237.5 38.75
"3373" NA 237.75 38.75
"3374" NA 238 38.75
"3375" NA 238.25 38.75
"3376" NA 238.5 38.75
"3377" NA 238.75 38.75
"3378" NA 239 38.75
"3379" NA 239.25 38.75
"3380" NA 239.5 38.75
"3381" NA 239.75 38.75
"3382" NA 240 38.75
"3383" NA 240.25 38.75
"3384" NA 240.5 38.75
"3385" NA 240.75 38.75
"3386" NA 241 38.75
"3387" NA 241.25 38.75
"3388" NA 241.5 38.75
"3389" NA 241.75 38.75
"3390" NA 242 38.75
"3391" NA 242.25 38.75
"3392" NA 242.5 38.75
"3393" NA 242.75 38.75
"3394" NA 243 38.75
"3395" NA 243.25 38.75
"3396" NA 243.5 38.75
"3397" NA 243.75 38.75
"3398" NA 244 38.75
"3399" NA 244.25 38.75
"3400" NA 244.5 38.75
"3401" NA 244.75 38.75
"3402" NA 245 38.75
"3241" -4809.625 225 39
"3242" -4790.5 225.25 39
"3243" -4760 225.5 39
"3244" -4657 225.75 39
"3245" -4740.5 226 39
"3246" -4762.5 226.25 39
"3247" -4729 226.5 39
"3248" -4683 226.75 39
"3249" -4642 227 39
"3250" -4677 227.25 39
"3251" -4693 227.5 39
"3252" -4635.5 227.75 39
"3253" -4597.75 228 39
"3254" -4560 228.25 39
"3255" -4532 228.5 39
"3256" -4504.5 228.75 39
"3257" -4317 229 39
"3258" -4429 229.25 39
"3259" -4470.25 229.5 39
"3260" -4497.5 229.75 39
"3261" -4502.25 230 39
"3262" -4510.5 230.25 39
"3263" -4529.5 230.5 39
"3264" -4493.5 230.75 39
"3265" -4460 231 39
"3266" -4403 231.25 39
"3267" -4377 231.5 39
"3268" -4335 231.75 39
"3269" -4322 232 39
"3270" -4277.25 232.25 39
"3271" -4299 232.5 39
"3272" -4347.5 232.75 39
"3273" -4353.75 233 39
"3274" -4272.25 233.25 39
"3275" -4213 233.5 39
"3276" -4132 233.75 39
"3277" -4016.5 234 39
"3278" -3829.625 234.25 39
"3279" -3637 234.5 39
"3280" -3396.25 234.75 39
"3281" -3364 235 39
"3282" -3422.375 235.25 39
"3283" -3356.75 235.5 39
"3284" -2313 235.75 39
"3285" -572 236 39
"3286" -114.5 236.25 39
"3287" NA 236.5 39
"3288" NA 236.75 39
"3289" NA 237 39
"3290" NA 237.25 39
"3291" NA 237.5 39
"3292" NA 237.75 39
"3293" NA 238 39
"3294" NA 238.25 39
"3295" NA 238.5 39
"3296" NA 238.75 39
"3297" NA 239 39
"3298" NA 239.25 39
"3299" NA 239.5 39
"3300" NA 239.75 39
"3301" NA 240 39
"3302" NA 240.25 39
"3303" NA 240.5 39
"3304" NA 240.75 39
"3305" NA 241 39
"3306" NA 241.25 39
"3307" NA 241.5 39
"3308" NA 241.75 39
"3309" NA 242 39
"3310" NA 242.25 39
"3311" NA 242.5 39
"3312" NA 242.75 39
"3313" NA 243 39
"3314" NA 243.25 39
"3315" NA 243.5 39
"3316" NA 243.75 39
"3317" NA 244 39
"3318" NA 244.25 39
"3319" NA 244.5 39
"3320" NA 244.75 39
"3321" NA 245 39
"3160" -4830.25 225 39.25
"3161" -4822.75 225.25 39.25
"3162" -4814.25 225.5 39.25
"3163" -4718.5 225.75 39.25
"3164" -4814.75 226 39.25
"3165" -4808.75 226.25 39.25
"3166" -4744 226.5 39.25
"3167" -4718.5 226.75 39.25
"3168" -4683 227 39.25
"3169" -4692 227.25 39.25
"3170" -4701.375 227.5 39.25
"3171" -4621 227.75 39.25
"3172" -4586 228 39.25
"3173" -4537.25 228.25 39.25
"3174" -4548 228.5 39.25
"3175" -4534.75 228.75 39.25
"3176" -4494 229 39.25
"3177" -4466.75 229.25 39.25
"3178" -4442.5 229.5 39.25
"3179" -4460.75 229.75 39.25
"3180" -4491 230 39.25
"3181" -4496 230.25 39.25
"3182" -4467.75 230.5 39.25
"3183" -4410.125 230.75 39.25
"3184" -4344 231 39.25
"3185" -4286 231.25 39.25
"3186" -4237 231.5 39.25
"3187" -4229.75 231.75 39.25
"3188" -4241.5 232 39.25
"3189" -4256 232.25 39.25
"3190" -4295.5 232.5 39.25
"3191" -4340.875 232.75 39.25
"3192" -4323 233 39.25
"3193" -4241.875 233.25 39.25
"3194" -4169.75 233.5 39.25
"3195" -4079.5 233.75 39.25
"3196" -3942 234 39.25
"3197" -3751.5 234.25 39.25
"3198" -3561 234.5 39.25
"3199" -3268 234.75 39.25
"3200" -3095 235 39.25
"3201" -3054.5 235.25 39.25
"3202" -2872 235.5 39.25
"3203" -1385.375 235.75 39.25
"3204" -503 236 39.25
"3205" NA 236.25 39.25
"3206" NA 236.5 39.25
"3207" NA 236.75 39.25
"3208" NA 237 39.25
"3209" NA 237.25 39.25
"3210" NA 237.5 39.25
"3211" NA 237.75 39.25
"3212" NA 238 39.25
"3213" NA 238.25 39.25
"3214" NA 238.5 39.25
"3215" NA 238.75 39.25
"3216" NA 239 39.25
"3217" NA 239.25 39.25
"3218" NA 239.5 39.25
"3219" NA 239.75 39.25
"3220" NA 240 39.25
"3221" NA 240.25 39.25
"3222" NA 240.5 39.25
"3223" NA 240.75 39.25
"3224" NA 241 39.25
"3225" NA 241.25 39.25
"3226" NA 241.5 39.25
"3227" NA 241.75 39.25
"3228" NA 242 39.25
"3229" NA 242.25 39.25
"3230" NA 242.5 39.25
"3231" NA 242.75 39.25
"3232" NA 243 39.25
"3233" NA 243.25 39.25
"3234" NA 243.5 39.25
"3235" NA 243.75 39.25
"3236" NA 244 39.25
"3237" NA 244.25 39.25
"3238" NA 244.5 39.25
"3239" NA 244.75 39.25
"3240" NA 245 39.25
"3079" -4897.75 225 39.5
"3080" -4905 225.25 39.5
"3081" -4906 225.5 39.5
"3082" -4845.5 225.75 39.5
"3083" -4834.5 226 39.5
"3084" -4805.5 226.25 39.5
"3085" -4717.5 226.5 39.5
"3086" -4704.75 226.75 39.5
"3087" -4645.75 227 39.5
"3088" -4571.5 227.25 39.5
"3089" -4564.5 227.5 39.5
"3090" -4611.125 227.75 39.5
"3091" -4591.875 228 39.5
"3092" -4552.375 228.25 39.5
"3093" -4545 228.5 39.5
"3094" -4544 228.75 39.5
"3095" -4536 229 39.5
"3096" -4522.5 229.25 39.5
"3097" -4533 229.5 39.5
"3098" -4528.375 229.75 39.5
"3099" -4522.5 230 39.5
"3100" -4513.75 230.25 39.5
"3101" -4467.75 230.5 39.5
"3102" -4395.375 230.75 39.5
"3103" -4348.375 231 39.5
"3104" -4307.125 231.25 39.5
"3105" -4243.25 231.5 39.5
"3106" -4228.5 231.75 39.5
"3107" -4254 232 39.5
"3108" -4273.5 232.25 39.5
"3109" -4284 232.5 39.5
"3110" -4316.125 232.75 39.5
"3111" -4309 233 39.5
"3112" -4236.5 233.25 39.5
"3113" -4153.5 233.5 39.5
"3114" -4070.375 233.75 39.5
"3115" -3878.25 234 39.5
"3116" -3737 234.25 39.5
"3117" -3568.125 234.5 39.5
"3118" -3276.25 234.75 39.5
"3119" -2941 235 39.5
"3120" -2698.75 235.25 39.5
"3121" -2044.25 235.5 39.5
"3122" -1353.5 235.75 39.5
"3123" -473.5 236 39.5
"3124" NA 236.25 39.5
"3125" NA 236.5 39.5
"3126" NA 236.75 39.5
"3127" NA 237 39.5
"3128" NA 237.25 39.5
"3129" NA 237.5 39.5
"3130" NA 237.75 39.5
"3131" NA 238 39.5
"3132" NA 238.25 39.5
"3133" NA 238.5 39.5
"3134" NA 238.75 39.5
"3135" NA 239 39.5
"3136" NA 239.25 39.5
"3137" NA 239.5 39.5
"3138" NA 239.75 39.5
"3139" NA 240 39.5
"3140" NA 240.25 39.5
"3141" NA 240.5 39.5
"3142" NA 240.75 39.5
"3143" NA 241 39.5
"3144" NA 241.25 39.5
"3145" NA 241.5 39.5
"3146" NA 241.75 39.5
"3147" NA 242 39.5
"3148" NA 242.25 39.5
"3149" NA 242.5 39.5
"3150" NA 242.75 39.5
"3151" NA 243 39.5
"3152" NA 243.25 39.5
"3153" NA 243.5 39.5
"3154" NA 243.75 39.5
"3155" NA 244 39.5
"3156" NA 244.25 39.5
"3157" NA 244.5 39.5
"3158" NA 244.75 39.5
"3159" NA 245 39.5
"2998" -4546.625 225 39.75
"2999" -4630 225.25 39.75
"3000" -4660 225.5 39.75
"3001" -4702 225.75 39.75
"3002" -4718.25 226 39.75
"3003" -4707 226.25 39.75
"3004" -4693 226.5 39.75
"3005" -4678 226.75 39.75
"3006" -4648 227 39.75
"3007" -4506.625 227.25 39.75
"3008" -4456.75 227.5 39.75
"3009" -4477.75 227.75 39.75
"3010" -4534 228 39.75
"3011" -4541 228.25 39.75
"3012" -4556 228.5 39.75
"3013" -4555 228.75 39.75
"3014" -4547 229 39.75
"3015" -4542.5 229.25 39.75
"3016" -4570.5 229.5 39.75
"3017" -4575 229.75 39.75
"3018" -4545.5 230 39.75
"3019" -4554 230.25 39.75
"3020" -4562.5 230.5 39.75
"3021" -4530.375 230.75 39.75
"3022" -4515.625 231 39.75
"3023" -4499.75 231.25 39.75
"3024" -4459.375 231.5 39.75
"3025" -4379 231.75 39.75
"3026" -4372.375 232 39.75
"3027" -4376.75 232.25 39.75
"3028" -4349.5 232.5 39.75
"3029" -4360 232.75 39.75
"3030" -4342 233 39.75
"3031" -4273 233.25 39.75
"3032" -4176 233.5 39.75
"3033" -4103.5 233.75 39.75
"3034" -3789 234 39.75
"3035" -3620.5 234.25 39.75
"3036" -3452 234.5 39.75
"3037" -3100.75 234.75 39.75
"3038" -2331 235 39.75
"3039" -1692.5 235.25 39.75
"3040" -1639 235.5 39.75
"3041" -1190.25 235.75 39.75
"3042" -204 236 39.75
"3043" NA 236.25 39.75
"3044" NA 236.5 39.75
"3045" NA 236.75 39.75
"3046" NA 237 39.75
"3047" NA 237.25 39.75
"3048" NA 237.5 39.75
"3049" NA 237.75 39.75
"3050" NA 238 39.75
"3051" NA 238.25 39.75
"3052" NA 238.5 39.75
"3053" NA 238.75 39.75
"3054" NA 239 39.75
"3055" NA 239.25 39.75
"3056" NA 239.5 39.75
"3057" NA 239.75 39.75
"3058" NA 240 39.75
"3059" NA 240.25 39.75
"3060" NA 240.5 39.75
"3061" NA 240.75 39.75
"3062" NA 241 39.75
"3063" NA 241.25 39.75
"3064" NA 241.5 39.75
"3065" NA 241.75 39.75
"3066" NA 242 39.75
"3067" NA 242.25 39.75
"3068" NA 242.5 39.75
"3069" NA 242.75 39.75
"3070" NA 243 39.75
"3071" NA 243.25 39.75
"3072" NA 243.5 39.75
"3073" NA 243.75 39.75
"3074" NA 244 39.75
"3075" NA 244.25 39.75
"3076" NA 244.5 39.75
"3077" NA 244.75 39.75
"3078" NA 245 39.75
"2917" -3764.5 225 40
"2918" -3594.625 225.25 40
"2919" -3429.75 225.5 40
"2920" -3520 225.75 40
"2921" -3674.5 226 40
"2922" -3692.25 226.25 40
"2923" -3754.125 226.5 40
"2924" -4167 226.75 40
"2925" -4564 227 40
"2926" -4506 227.25 40
"2927" -4352 227.5 40
"2928" -4285.5 227.75 40
"2929" -4288.75 228 40
"2930" -4318 228.25 40
"2931" -4422 228.5 40
"2932" -4401.25 228.75 40
"2933" -4471.75 229 40
"2934" -4508 229.25 40
"2935" -4548.25 229.5 40
"2936" -4658.75 229.75 40
"2937" -4664.5 230 40
"2938" -4636 230.25 40
"2939" -4605 230.5 40
"2940" -4592.5 230.75 40
"2941" -4561 231 40
"2942" -4540.5 231.25 40
"2943" -4510 231.5 40
"2944" -4489.5 231.75 40
"2945" -4470.125 232 40
"2946" -4464.625 232.25 40
"2947" -4431.5 232.5 40
"2948" -4408.5 232.75 40
"2949" -4387.5 233 40
"2950" -4348 233.25 40
"2951" -4257 233.5 40
"2952" -4141 233.75 40
"2953" -3765 234 40
"2954" -3516 234.25 40
"2955" -3097.5 234.5 40
"2956" -2069 234.75 40
"2957" -1460.375 235 40
"2958" -1185.625 235.25 40
"2959" -1002.5 235.5 40
"2960" -631.75 235.75 40
"2961" NA 236 40
"2962" NA 236.25 40
"2963" NA 236.5 40
"2964" NA 236.75 40
"2965" NA 237 40
"2966" NA 237.25 40
"2967" NA 237.5 40
"2968" NA 237.75 40
"2969" NA 238 40
"2970" NA 238.25 40
"2971" NA 238.5 40
"2972" NA 238.75 40
"2973" NA 239 40
"2974" NA 239.25 40
"2975" NA 239.5 40
"2976" NA 239.75 40
"2977" NA 240 40
"2978" NA 240.25 40
"2979" NA 240.5 40
"2980" NA 240.75 40
"2981" NA 241 40
"2982" NA 241.25 40
"2983" NA 241.5 40
"2984" NA 241.75 40
"2985" NA 242 40
"2986" NA 242.25 40
"2987" NA 242.5 40
"2988" NA 242.75 40
"2989" NA 243 40
"2990" NA 243.25 40
"2991" NA 243.5 40
"2992" NA 243.75 40
"2993" NA 244 40
"2994" NA 244.25 40
"2995" NA 244.5 40
"2996" NA 244.75 40
"2997" NA 245 40
"2836" -4231.5 225 40.25
"2837" -4157 225.25 40.25
"2838" -4034.5 225.5 40.25
"2839" -3946 225.75 40.25
"2840" -3937 226 40.25
"2841" -3901.25 226.25 40.25
"2842" -3853.75 226.5 40.25
"2843" -3863.75 226.75 40.25
"2844" -3945.75 227 40.25
"2845" -3955.5 227.25 40.25
"2846" -3859.625 227.5 40.25
"2847" -3911.625 227.75 40.25
"2848" -3940.25 228 40.25
"2849" -3860 228.25 40.25
"2850" -3804.5 228.5 40.25
"2851" -3817 228.75 40.25
"2852" -3887 229 40.25
"2853" -3904 229.25 40.25
"2854" -4028.5 229.5 40.25
"2855" -4375.25 229.75 40.25
"2856" -4461.25 230 40.25
"2857" -4151.5 230.25 40.25
"2858" -3584.5 230.5 40.25
"2859" -3901 230.75 40.25
"2860" -4344.25 231 40.25
"2861" -4482 231.25 40.25
"2862" -4470.875 231.5 40.25
"2863" -4461.875 231.75 40.25
"2864" -4442 232 40.25
"2865" -4381.75 232.25 40.25
"2866" -4315.5 232.5 40.25
"2867" -4340.5 232.75 40.25
"2868" -4377.375 233 40.25
"2869" -4342 233.25 40.25
"2870" -4237 233.5 40.25
"2871" -4007 233.75 40.25
"2872" -3659.875 234 40.25
"2873" -2980.5 234.25 40.25
"2874" -2323 234.5 40.25
"2875" -1703 234.75 40.25
"2876" -1301 235 40.25
"2877" -964.5 235.25 40.25
"2878" -573 235.5 40.25
"2879" NA 235.75 40.25
"2880" NA 236 40.25
"2881" NA 236.25 40.25
"2882" NA 236.5 40.25
"2883" NA 236.75 40.25
"2884" NA 237 40.25
"2885" NA 237.25 40.25
"2886" NA 237.5 40.25
"2887" NA 237.75 40.25
"2888" NA 238 40.25
"2889" NA 238.25 40.25
"2890" NA 238.5 40.25
"2891" NA 238.75 40.25
"2892" NA 239 40.25
"2893" NA 239.25 40.25
"2894" NA 239.5 40.25
"2895" NA 239.75 40.25
"2896" NA 240 40.25
"2897" NA 240.25 40.25
"2898" NA 240.5 40.25
"2899" NA 240.75 40.25
"2900" NA 241 40.25
"2901" NA 241.25 40.25
"2902" NA 241.5 40.25
"2903" NA 241.75 40.25
"2904" NA 242 40.25
"2905" NA 242.25 40.25
"2906" NA 242.5 40.25
"2907" NA 242.75 40.25
"2908" NA 243 40.25
"2909" NA 243.25 40.25
"2910" NA 243.5 40.25
"2911" NA 243.75 40.25
"2912" NA 244 40.25
"2913" NA 244.25 40.25
"2914" NA 244.5 40.25
"2915" NA 244.75 40.25
"2916" NA 245 40.25
"2755" -4292.375 225 40.5
"2756" -4220.125 225.25 40.5
"2757" -4035 225.5 40.5
"2758" -3989 225.75 40.5
"2759" -4039 226 40.5
"2760" -4042.625 226.25 40.5
"2761" -4015.75 226.5 40.5
"2762" -3988.75 226.75 40.5
"2763" -4006.625 227 40.5
"2764" -3955.5 227.25 40.5
"2765" -3857.25 227.5 40.5
"2766" -3789.25 227.75 40.5
"2767" -3817 228 40.5
"2768" -3768 228.25 40.5
"2769" -3688.5 228.5 40.5
"2770" -3674 228.75 40.5
"2771" -3627 229 40.5
"2772" -3600.5 229.25 40.5
"2773" -3565.75 229.5 40.5
"2774" -3438.5 229.75 40.5
"2775" -3267.75 230 40.5
"2776" -3195 230.25 40.5
"2777" -2982.125 230.5 40.5
"2778" -3216 230.75 40.5
"2779" -3223 231 40.5
"2780" -3202 231.25 40.5
"2781" -3204.25 231.5 40.5
"2782" -3206.5 231.75 40.5
"2783" -3190 232 40.5
"2784" -3150 232.25 40.5
"2785" -3207 232.5 40.5
"2786" -3199.25 232.75 40.5
"2787" -3152.75 233 40.5
"2788" -3160.75 233.25 40.5
"2789" -3143.25 233.5 40.5
"2790" -3119.5 233.75 40.5
"2791" -3081 234 40.5
"2792" -2937 234.25 40.5
"2793" -2810 234.5 40.5
"2794" -2708 234.75 40.5
"2795" -2497 235 40.5
"2796" -1302.125 235.25 40.5
"2797" -193 235.5 40.5
"2798" NA 235.75 40.5
"2799" NA 236 40.5
"2800" NA 236.25 40.5
"2801" NA 236.5 40.5
"2802" NA 236.75 40.5
"2803" NA 237 40.5
"2804" NA 237.25 40.5
"2805" NA 237.5 40.5
"2806" NA 237.75 40.5
"2807" NA 238 40.5
"2808" NA 238.25 40.5
"2809" NA 238.5 40.5
"2810" NA 238.75 40.5
"2811" NA 239 40.5
"2812" NA 239.25 40.5
"2813" NA 239.5 40.5
"2814" NA 239.75 40.5
"2815" NA 240 40.5
"2816" NA 240.25 40.5
"2817" NA 240.5 40.5
"2818" NA 240.75 40.5
"2819" NA 241 40.5
"2820" NA 241.25 40.5
"2821" NA 241.5 40.5
"2822" NA 241.75 40.5
"2823" NA 242 40.5
"2824" NA 242.25 40.5
"2825" NA 242.5 40.5
"2826" NA 242.75 40.5
"2827" NA 243 40.5
"2828" NA 243.25 40.5
"2829" NA 243.5 40.5
"2830" NA 243.75 40.5
"2831" NA 244 40.5
"2832" NA 244.25 40.5
"2833" NA 244.5 40.5
"2834" NA 244.75 40.5
"2835" NA 245 40.5
"2674" -4139.75 225 40.75
"2675" -4068.625 225.25 40.75
"2676" -4021 225.5 40.75
"2677" -3993.5 225.75 40.75
"2678" -4006 226 40.75
"2679" -3986.75 226.25 40.75
"2680" -3916.5 226.5 40.75
"2681" -3908.375 226.75 40.75
"2682" -3851 227 40.75
"2683" -3802 227.25 40.75
"2684" -3852 227.5 40.75
"2685" -3804.75 227.75 40.75
"2686" -3753.25 228 40.75
"2687" -3663 228.25 40.75
"2688" -3596.375 228.5 40.75
"2689" -3558.5 228.75 40.75
"2690" -3539.625 229 40.75
"2691" -3570 229.25 40.75
"2692" -3498 229.5 40.75
"2693" -3125.25 229.75 40.75
"2694" -3192 230 40.75
"2695" -3173.25 230.25 40.75
"2696" -3115 230.5 40.75
"2697" -3225.25 230.75 40.75
"2698" -3213 231 40.75
"2699" -3160 231.25 40.75
"2700" -3160 231.5 40.75
"2701" -3182.625 231.75 40.75
"2702" -3079 232 40.75
"2703" -2978 232.25 40.75
"2704" -3202.5 232.5 40.75
"2705" -3015 232.75 40.75
"2706" -3111 233 40.75
"2707" -3133.75 233.25 40.75
"2708" -3133 233.5 40.75
"2709" -3129.5 233.75 40.75
"2710" -3122 234 40.75
"2711" -3078.5 234.25 40.75
"2712" -2979.375 234.5 40.75
"2713" -2870 234.75 40.75
"2714" -2726 235 40.75
"2715" -1164 235.25 40.75
"2716" -275.5 235.5 40.75
"2717" -53.5 235.75 40.75
"2718" NA 236 40.75
"2719" NA 236.25 40.75
"2720" NA 236.5 40.75
"2721" NA 236.75 40.75
"2722" NA 237 40.75
"2723" NA 237.25 40.75
"2724" NA 237.5 40.75
"2725" NA 237.75 40.75
"2726" NA 238 40.75
"2727" NA 238.25 40.75
"2728" NA 238.5 40.75
"2729" NA 238.75 40.75
"2730" NA 239 40.75
"2731" NA 239.25 40.75
"2732" NA 239.5 40.75
"2733" NA 239.75 40.75
"2734" NA 240 40.75
"2735" NA 240.25 40.75
"2736" NA 240.5 40.75
"2737" NA 240.75 40.75
"2738" NA 241 40.75
"2739" NA 241.25 40.75
"2740" NA 241.5 40.75
"2741" NA 241.75 40.75
"2742" NA 242 40.75
"2743" NA 242.25 40.75
"2744" NA 242.5 40.75
"2745" NA 242.75 40.75
"2746" NA 243 40.75
"2747" NA 243.25 40.75
"2748" NA 243.5 40.75
"2749" NA 243.75 40.75
"2750" NA 244 40.75
"2751" NA 244.25 40.75
"2752" NA 244.5 40.75
"2753" NA 244.75 40.75
"2754" NA 245 40.75
"2593" -4031 225 41
"2594" -4018.5 225.25 41
"2595" -4017.75 225.5 41
"2596" -4017.75 225.75 41
"2597" -3999.5 226 41
"2598" -3926.5 226.25 41
"2599" -3861.375 226.5 41
"2600" -3840 226.75 41
"2601" -3720 227 41
"2602" -3716.25 227.25 41
"2603" -3767.5 227.5 41
"2604" -3772.375 227.75 41
"2605" -3717 228 41
"2606" -3653.75 228.25 41
"2607" -3524.75 228.5 41
"2608" -3481 228.75 41
"2609" -3489 229 41
"2610" -3432 229.25 41
"2611" -3234.375 229.5 41
"2612" -3115 229.75 41
"2613" -3081.25 230 41
"2614" -3083.5 230.25 41
"2615" -3240 230.5 41
"2616" -3254.5 230.75 41
"2617" -3256.5 231 41
"2618" -3210 231.25 41
"2619" -3216 231.5 41
"2620" -3166.125 231.75 41
"2621" -2917.125 232 41
"2622" -2620.5 232.25 41
"2623" -2854 232.5 41
"2624" -2661.5 232.75 41
"2625" -2954 233 41
"2626" -3095 233.25 41
"2627" -3095 233.5 41
"2628" -3105 233.75 41
"2629" -3117 234 41
"2630" -3107 234.25 41
"2631" -3090 234.5 41
"2632" -3060 234.75 41
